0.000000 1.271450 0.024450
0.013035 1.251200 0.022800
0.025939 1.236900 0.022750
0.038750 1.223250 0.021350
0.051572 1.190400 0.022000
0.064181 1.188800 0.022850
0.076708 1.176000 0.022000
0.101607 1.145600 0.023400
