## Q2 gA dgA
0.000 1.279 0.016
0.051 1.194 0.015
0.101 1.125 0.015
0.149 1.059 0.017
0.196 1.025 0.019
0.242 0.970 0.018
0.288 0.937 0.021
0.375 0.834 0.025
0.418 0.801 0.022
0.418 0.845 0.024
